id_matricula,id_estudiante,periodo,estado_matricula,fecha_matricula
635,143,2025-1,Matriculado,2025-03-04
636,143,2025-2,Matriculado,2025-08-16
637,144,2025-2,Matriculado,2025-08-22
638,145,2024-1,Matriculado,2024-03-16
639,145,2024-2,Matriculado,2024-08-06
640,145,2025-1,Matriculado,2025-03-13
641,145,2025-2,Matriculado,2025-08-19
642,146,2023-1,Matriculado,2023-03-20
643,146,2023-2,Matriculado,2023-08-25
644,146,2024-1,Matriculado,2024-03-11
645,146,2024-2,Suspendido,2024-08-19
646,146,2025-1,Retirado,2025-03-12
647,147,2023-2,Matriculado,2023-08-24
648,147,2024-1,Matriculado,2024-03-25
649,147,2024-2,Matriculado,2024-08-11
650,147,2025-1,Matriculado,2025-03-14
651,147,2025-2,Matriculado,2025-08-12
652,148,2023-1,Matriculado,2023-03-02
653,148,2023-2,Matriculado,2023-08-08
654,148,2024-1,Matriculado,2024-03-10
655,148,2024-2,Matriculado,2024-08-23
656,148,2025-1,Matriculado,2025-03-10
657,148,2025-2,Matriculado,2025-08-06
658,149,2023-1,Suspendido,2023-03-11
659,149,2023-2,Retirado,2023-08-22
660,150,2024-1,Matriculado,2024-03-19
661,150,2024-2,Matriculado,2024-08-14
662,150,2025-1,Matriculado,2025-03-23
663,150,2025-2,Matriculado,2025-08-01
664,151,2023-1,Matriculado,2023-03-13
665,151,2023-2,Matriculado,2023-08-11
666,151,2024-1,Matriculado,2024-03-16
667,151,2024-2,Matriculado,2024-08-22
668,151,2025-1,Matriculado,2025-03-16
669,151,2025-2,Matriculado,2025-08-25
670,152,2023-1,Matriculado,2023-03-06
671,152,2023-2,Matriculado,2023-08-12
672,152,2024-1,Matriculado,2024-03-07
673,152,2024-2,Matriculado,2024-08-03
674,152,2025-1,Matriculado,2025-03-18
675,152,2025-2,Matriculado,2025-08-09
676,153,2023-1,Suspendido,2023-03-19
677,153,2023-2,Matriculado,2023-08-08
678,153,2024-1,Matriculado,2024-03-03
679,153,2024-2,Matriculado,2024-08-19
680,153,2025-1,Matriculado,2025-03-11
681,153,2025-2,Matriculado,2025-08-19
682,154,2023-1,Matriculado,2023-03-16
683,154,2023-2,Matriculado,2023-08-12
684,154,2024-1,Matriculado,2024-03-21
685,154,2024-2,Matriculado,2024-08-17
686,154,2025-1,Matriculado,2025-03-14
687,154,2025-2,Matriculado,2025-08-11
688,155,2023-1,Matriculado,2023-03-13
689,155,2023-2,Matriculado,2023-08-17
690,155,2024-1,Matriculado,2024-03-25
691,155,2024-2,Matriculado,2024-08-01
692,155,2025-1,Matriculado,2025-03-17
693,155,2025-2,Matriculado,2025-08-19
694,156,2024-1,Matriculado,2024-03-22
695,156,2024-2,Matriculado,2024-08-24
696,156,2025-1,Matriculado,2025-03-09
697,156,2025-2,Matriculado,2025-08-18
698,157,2023-1,Matriculado,2023-03-25
699,157,2023-2,Matriculado,2023-08-19
700,157,2024-1,Matriculado,2024-03-02
701,157,2024-2,Matriculado,2024-08-12
702,157,2025-1,Matriculado,2025-03-08
703,157,2025-2,Matriculado,2025-08-22
704,158,2024-1,Matriculado,2024-03-14
705,158,2024-2,Matriculado,2024-08-03
706,158,2025-1,Matriculado,2025-03-14
707,158,2025-2,Matriculado,2025-08-10
708,159,2024-1,Matriculado,2024-03-09
709,159,2024-2,Matriculado,2024-08-08
710,159,2025-1,Matriculado,2025-03-04
711,159,2025-2,Matriculado,2025-08-01
712,160,2023-1,Matriculado,2023-03-10
713,160,2023-2,Matriculado,2023-08-18
714,160,2024-1,Matriculado,2024-03-14
715,160,2024-2,Matriculado,2024-08-02
716,160,2025-1,Matriculado,2025-03-09
717,160,2025-2,Matriculado,2025-08-09
718,161,2023-1,Matriculado,2023-03-09
719,161,2023-2,Matriculado,2023-08-06
720,161,2024-1,Matriculado,2024-03-02
721,161,2024-2,Matriculado,2024-08-16
722,161,2025-1,Matriculado,2025-03-02
723,161,2025-2,Matriculado,2025-08-03
724,162,2024-1,Matriculado,2024-03-10
725,162,2024-2,Matriculado,2024-08-14
726,162,2025-1,Matriculado,2025-03-22
727,162,2025-2,Matriculado,2025-08-03
728,163,2023-1,Matriculado,2023-03-24
729,163,2023-2,Matriculado,2023-08-08
730,163,2024-1,Matriculado,2024-03-24
731,163,2024-2,Matriculado,2024-08-04
732,163,2025-1,Matriculado,2025-03-19
733,163,2025-2,Matriculado,2025-08-17
734,164,2025-1,Matriculado,2025-03-03
735,164,2025-2,Matriculado,2025-08-04
736,165,2024-2,Matriculado,2024-08-11
737,165,2025-1,Matriculado,2025-03-19
738,165,2025-2,Matriculado,2025-08-24
739,166,2024-1,Matriculado,2024-03-14
740,166,2024-2,Matriculado,2024-08-04
741,166,2025-1,Matriculado,2025-03-09
742,166,2025-2,Matriculado,2025-08-09
743,167,2023-1,Matriculado,2023-03-02
744,167,2023-2,Matriculado,2023-08-12
745,167,2024-1,Matriculado,2024-03-04
746,167,2024-2,Matriculado,2024-08-14
747,167,2025-1,Matriculado,2025-03-08
748,167,2025-2,Matriculado,2025-08-05
749,168,2023-2,Matriculado,2023-08-23
750,168,2024-1,Matriculado,2024-03-10
751,168,2024-2,Suspendido,2024-08-20
752,168,2025-1,Retirado,2025-03-24
753,169,2025-2,Matriculado,2025-08-02
754,170,2024-1,Matriculado,2024-03-22
755,170,2024-2,Matriculado,2024-08-18
756,170,2025-1,Matriculado,2025-03-21
757,170,2025-2,Matriculado,2025-08-12
758,171,2023-1,Matriculado,2023-03-22
759,171,2023-2,Matriculado,2023-08-08
760,171,2024-1,Matriculado,2024-03-13
761,171,2024-2,Retirado,2024-08-13
762,172,2024-2,Matriculado,2024-08-09
763,172,2025-1,Matriculado,2025-03-25
764,172,2025-2,Matriculado,2025-08-07
765,173,2023-1,Matriculado,2023-03-06
766,173,2023-2,Matriculado,2023-08-21
767,173,2024-1,Matriculado,2024-03-25
768,173,2024-2,Matriculado,2024-08-02
769,174,2024-2,Matriculado,2024-08-03
770,174,2025-1,Matriculado,2025-03-16
771,174,2025-2,Matriculado,2025-08-14
772,175,2025-1,Matriculado,2025-03-11
773,175,2025-2,Matriculado,2025-08-04
774,176,2023-1,Matriculado,2023-03-23
775,176,2023-2,Matriculado,2023-08-03
776,176,2024-1,Matriculado,2024-03-20
777,176,2024-2,Matriculado,2024-08-18
778,176,2025-1,Matriculado,2025-03-15
779,176,2025-2,Matriculado,2025-08-25
780,177,2023-1,Matriculado,2023-03-21
781,177,2023-2,Matriculado,2023-08-15
782,177,2024-1,Matriculado,2024-03-05
783,177,2024-2,Retirado,2024-08-07
784,178,2023-1,Matriculado,2023-03-11
785,178,2023-2,Matriculado,2023-08-04
786,178,2024-1,Matriculado,2024-03-17
787,178,2024-2,Matriculado,2024-08-25
788,178,2025-1,Matriculado,2025-03-25
789,178,2025-2,Matriculado,2025-08-20
790,179,2024-2,Matriculado,2024-08-11
791,179,2025-1,Matriculado,2025-03-24
792,179,2025-2,Matriculado,2025-08-06
793,180,2025-1,Matriculado,2025-03-11
794,180,2025-2,Matriculado,2025-08-07
795,181,2023-1,Matriculado,2023-03-12
796,181,2023-2,Matriculado,2023-08-13
797,181,2024-1,Matriculado,2024-03-19
798,181,2024-2,Matriculado,2024-08-01
799,181,2025-1,Matriculado,2025-03-21
800,181,2025-2,Matriculado,2025-08-08
801,182,2023-1,Matriculado,2023-03-15
802,182,2023-2,Matriculado,2023-08-23
803,182,2024-1,Matriculado,2024-03-02
804,182,2024-2,Matriculado,2024-08-14
805,182,2025-1,Matriculado,2025-03-05
806,183,2023-2,Matriculado,2023-08-12
807,183,2024-1,Matriculado,2024-03-19
808,183,2024-2,Matriculado,2024-08-23
809,183,2025-1,Matriculado,2025-03-25
810,183,2025-2,Matriculado,2025-08-15
811,184,2025-1,Matriculado,2025-03-16
812,184,2025-2,Matriculado,2025-08-23
813,185,2023-2,Matriculado,2023-08-09
814,185,2024-1,Matriculado,2024-03-16
815,185,2024-2,Matriculado,2024-08-14
816,185,2025-1,Matriculado,2025-03-20
817,185,2025-2,Matriculado,2025-08-10
818,186,2024-2,Matriculado,2024-08-07
819,186,2025-1,Matriculado,2025-03-14
820,186,2025-2,Matriculado,2025-08-01
821,187,2025-1,Matriculado,2025-03-09
822,187,2025-2,Matriculado,2025-08-15
823,188,2023-2,Matriculado,2023-08-12
824,188,2024-1,Matriculado,2024-03-21
825,188,2024-2,Matriculado,2024-08-01
826,188,2025-1,Matriculado,2025-03-11
827,188,2025-2,Matriculado,2025-08-13
828,189,2023-1,Matriculado,2023-03-23
829,189,2023-2,Matriculado,2023-08-14
830,189,2024-1,Matriculado,2024-03-09
831,189,2024-2,Matriculado,2024-08-18
832,189,2025-1,Matriculado,2025-03-11
833,189,2025-2,Matriculado,2025-08-16
834,190,2023-1,Matriculado,2023-03-20
835,190,2023-2,Matriculado,2023-08-20
836,190,2024-1,Matriculado,2024-03-02
837,190,2024-2,Retirado,2024-08-17
838,191,2025-2,Matriculado,2025-08-10
839,192,2024-1,Matriculado,2024-03-22
840,192,2024-2,Matriculado,2024-08-18
841,192,2025-1,Suspendido,2025-03-06
842,192,2025-2,Retirado,2025-08-17
843,193,2023-1,Matriculado,2023-03-11
844,193,2023-2,Matriculado,2023-08-05
845,193,2024-1,Matriculado,2024-03-23
846,193,2024-2,Matriculado,2024-08-05
847,193,2025-1,Matriculado,2025-03-11
848,193,2025-2,Suspendido,2025-08-05
849,194,2023-1,Matriculado,2023-03-09
850,194,2023-2,Matriculado,2023-08-14
851,194,2024-1,Matriculado,2024-03-09
852,194,2024-2,Matriculado,2024-08-25
853,194,2025-1,Matriculado,2025-03-17
854,194,2025-2,Matriculado,2025-08-06
855,195,2025-2,Matriculado,2025-08-16
856,196,2023-2,Matriculado,2023-08-05
857,196,2024-1,Matriculado,2024-03-22
858,196,2024-2,Matriculado,2024-08-15
859,196,2025-1,Suspendido,2025-03-05
860,196,2025-2,Retirado,2025-08-06
861,197,2023-1,Suspendido,2023-03-09
862,197,2023-2,Retirado,2023-08-15
863,198,2024-2,Matriculado,2024-08-16
864,198,2025-1,Suspendido,2025-03-12
865,198,2025-2,Suspendido,2025-08-18
866,199,2023-2,Matriculado,2023-08-16
867,199,2024-1,Matriculado,2024-03-24
868,199,2024-2,Matriculado,2024-08-04
869,199,2025-1,Matriculado,2025-03-07
870,199,2025-2,Matriculado,2025-08-06
871,200,2023-1,Matriculado,2023-03-24
872,200,2023-2,Matriculado,2023-08-09
873,200,2024-1,Matriculado,2024-03-22
874,200,2024-2,Matriculado,2024-08-19
875,200,2025-1,Matriculado,2025-03-01
876,200,2025-2,Matriculado,2025-08-19
877,201,2023-1,Matriculado,2023-03-03
878,201,2023-2,Matriculado,2023-08-16
879,201,2024-1,Matriculado,2024-03-11
880,201,2024-2,Suspendido,2024-08-22
881,201,2025-1,Suspendido,2025-03-04
882,201,2025-2,Matriculado,2025-08-19
883,202,2023-1,Matriculado,2023-03-04
884,202,2023-2,Matriculado,2023-08-05
885,202,2024-1,Suspendido,2024-03-15
886,202,2024-2,Matriculado,2024-08-22
887,202,2025-1,Matriculado,2025-03-21
888,202,2025-2,Matriculado,2025-08-20
889,203,2025-2,Matriculado,2025-08-11
890,204,2023-1,Matriculado,2023-03-21
891,204,2023-2,Matriculado,2023-08-15
892,204,2024-1,Matriculado,2024-03-24
893,204,2024-2,Matriculado,2024-08-19
894,204,2025-1,Matriculado,2025-03-02
895,204,2025-2,Matriculado,2025-08-10
896,205,2025-1,Matriculado,2025-03-02
897,205,2025-2,Matriculado,2025-08-18
898,206,2024-2,Matriculado,2024-08-13
899,206,2025-1,Matriculado,2025-03-09
900,206,2025-2,Matriculado,2025-08-25
901,207,2024-2,Matriculado,2024-08-03
902,207,2025-1,Suspendido,2025-03-07
903,207,2025-2,Retirado,2025-08-25
904,208,2023-1,Matriculado,2023-03-21
905,208,2023-2,Matriculado,2023-08-21
906,208,2024-1,Matriculado,2024-03-10
907,208,2024-2,Matriculado,2024-08-14
908,208,2025-1,Matriculado,2025-03-10
909,208,2025-2,Matriculado,2025-08-20
910,209,2023-2,Matriculado,2023-08-22
911,209,2024-1,Matriculado,2024-03-12
912,209,2024-2,Matriculado,2024-08-16
913,209,2025-1,Matriculado,2025-03-13
914,209,2025-2,Matriculado,2025-08-19
915,210,2023-1,Matriculado,2023-03-03
916,210,2023-2,Matriculado,2023-08-12
917,210,2024-1,Matriculado,2024-03-14
918,210,2024-2,Matriculado,2024-08-03
919,210,2025-1,Suspendido,2025-03-11
920,210,2025-2,Suspendido,2025-08-22
921,211,2023-1,Matriculado,2023-03-22
922,211,2023-2,Matriculado,2023-08-16
923,211,2024-1,Matriculado,2024-03-21
924,211,2024-2,Matriculado,2024-08-10
925,211,2025-1,Matriculado,2025-03-03
926,211,2025-2,Matriculado,2025-08-16
927,212,2023-1,Matriculado,2023-03-05
928,212,2023-2,Matriculado,2023-08-10
929,212,2024-1,Matriculado,2024-03-17
930,212,2024-2,Matriculado,2024-08-19
931,212,2025-1,Matriculado,2025-03-03
932,212,2025-2,Matriculado,2025-08-17
933,213,2025-2,Matriculado,2025-08-14
934,214,2023-2,Matriculado,2023-08-15
935,214,2024-1,Matriculado,2024-03-19
936,214,2024-2,Matriculado,2024-08-12
937,214,2025-1,Matriculado,2025-03-03
938,214,2025-2,Matriculado,2025-08-01
939,215,2024-1,Matriculado,2024-03-22
940,215,2024-2,Matriculado,2024-08-06
941,215,2025-1,Matriculado,2025-03-02
942,215,2025-2,Matriculado,2025-08-23
943,216,2024-1,Matriculado,2024-03-19
944,216,2024-2,Matriculado,2024-08-25
945,216,2025-1,Matriculado,2025-03-20
946,216,2025-2,Matriculado,2025-08-11
947,217,2025-1,Matriculado,2025-03-06
948,217,2025-2,Matriculado,2025-08-03
949,218,2023-1,Matriculado,2023-03-20
950,218,2023-2,Matriculado,2023-08-22
951,218,2024-1,Matriculado,2024-03-18
952,218,2024-2,Retirado,2024-08-13
953,219,2023-1,Matriculado,2023-03-06
954,219,2023-2,Matriculado,2023-08-15
955,219,2024-1,Matriculado,2024-03-22
956,219,2024-2,Matriculado,2024-08-20
957,219,2025-1,Matriculado,2025-03-10
958,219,2025-2,Matriculado,2025-08-20
959,220,2023-1,Matriculado,2023-03-22
960,220,2023-2,Matriculado,2023-08-22
961,220,2024-1,Matriculado,2024-03-10
962,220,2024-2,Matriculado,2024-08-05
963,220,2025-1,Retirado,2025-03-04
964,221,2023-1,Matriculado,2023-03-23
965,221,2023-2,Matriculado,2023-08-01
966,221,2024-1,Matriculado,2024-03-21
967,221,2024-2,Matriculado,2024-08-08
968,221,2025-1,Matriculado,2025-03-21
969,221,2025-2,Matriculado,2025-08-18
970,222,2024-1,Matriculado,2024-03-10
971,222,2024-2,Matriculado,2024-08-05
972,222,2025-1,Matriculado,2025-03-01
973,222,2025-2,Matriculado,2025-08-05
974,223,2024-1,Matriculado,2024-03-15
975,223,2024-2,Matriculado,2024-08-16
976,223,2025-1,Suspendido,2025-03-15
977,223,2025-2,Matriculado,2025-08-07
978,224,2023-1,Matriculado,2023-03-13
979,224,2023-2,Suspendido,2023-08-01
980,224,2024-1,Retirado,2024-03-23
981,225,2024-2,Matriculado,2024-08-14
982,225,2025-1,Matriculado,2025-03-24
983,225,2025-2,Matriculado,2025-08-24
984,226,2023-1,Matriculado,2023-03-10
985,226,2023-2,Suspendido,2023-08-13
986,226,2024-1,Matriculado,2024-03-19
987,226,2024-2,Matriculado,2024-08-22
988,226,2025-1,Matriculado,2025-03-16
989,226,2025-2,Matriculado,2025-08-02
990,227,2023-1,Matriculado,2023-03-14
991,227,2023-2,Matriculado,2023-08-18
992,227,2024-1,Matriculado,2024-03-21
993,227,2024-2,Matriculado,2024-08-16
994,227,2025-1,Matriculado,2025-03-20
995,227,2025-2,Matriculado,2025-08-12
996,228,2023-1,Matriculado,2023-03-14
997,228,2023-2,Suspendido,2023-08-10
998,228,2024-1,Matriculado,2024-03-16
999,228,2024-2,Matriculado,2024-08-08
1000,228,2025-1,Matriculado,2025-03-19
1001,228,2025-2,Matriculado,2025-08-11
1002,229,2023-1,Matriculado,2023-03-23
1003,229,2023-2,Matriculado,2023-08-05
1004,229,2024-1,Matriculado,2024-03-24
1005,229,2024-2,Matriculado,2024-08-14
1006,229,2025-1,Matriculado,2025-03-22
1007,229,2025-2,Matriculado,2025-08-12
1008,230,2023-1,Matriculado,2023-03-06
1009,230,2023-2,Matriculado,2023-08-10
1010,230,2024-1,Matriculado,2024-03-03
1011,230,2024-2,Matriculado,2024-08-05
1012,230,2025-1,Matriculado,2025-03-06
1013,230,2025-2,Matriculado,2025-08-04
1014,231,2024-1,Matriculado,2024-03-16
1015,231,2024-2,Matriculado,2024-08-07
1016,231,2025-1,Matriculado,2025-03-01
1017,231,2025-2,Matriculado,2025-08-09
1018,232,2023-1,Matriculado,2023-03-06
1019,232,2023-2,Matriculado,2023-08-17
1020,232,2024-1,Suspendido,2024-03-03
1021,232,2024-2,Matriculado,2024-08-04
1022,232,2025-1,Matriculado,2025-03-04
1023,232,2025-2,Matriculado,2025-08-16
1024,233,2024-1,Matriculado,2024-03-11
1025,233,2024-2,Matriculado,2024-08-25
1026,233,2025-1,Suspendido,2025-03-18
1027,233,2025-2,Retirado,2025-08-05
1028,234,2025-2,Matriculado,2025-08-17
1029,235,2024-1,Matriculado,2024-03-04
1030,235,2024-2,Matriculado,2024-08-15
1031,235,2025-1,Matriculado,2025-03-25
1032,235,2025-2,Matriculado,2025-08-04
1033,236,2023-1,Matriculado,2023-03-20
1034,236,2023-2,Matriculado,2023-08-04
1035,236,2024-1,Matriculado,2024-03-02
1036,236,2024-2,Matriculado,2024-08-06
1037,236,2025-1,Matriculado,2025-03-07
1038,236,2025-2,Matriculado,2025-08-06
1039,237,2023-1,Matriculado,2023-03-23
1040,237,2023-2,Matriculado,2023-08-17
1041,237,2024-1,Matriculado,2024-03-04
1042,237,2024-2,Matriculado,2024-08-12
1043,237,2025-1,Matriculado,2025-03-05
1044,237,2025-2,Matriculado,2025-08-07
1045,238,2023-1,Matriculado,2023-03-14
1046,238,2023-2,Matriculado,2023-08-01
1047,238,2024-1,Matriculado,2024-03-16
1048,238,2024-2,Matriculado,2024-08-17
1049,238,2025-1,Matriculado,2025-03-09
1050,238,2025-2,Matriculado,2025-08-25
1051,239,2024-2,Matriculado,2024-08-21
1052,239,2025-1,Matriculado,2025-03-05
1053,239,2025-2,Matriculado,2025-08-17
1054,240,2023-1,Matriculado,2023-03-08
1055,240,2023-2,Matriculado,2023-08-14
1056,240,2024-1,Matriculado,2024-03-14
1057,240,2024-2,Matriculado,2024-08-17
1058,240,2025-1,Matriculado,2025-03-12
1059,240,2025-2,Matriculado,2025-08-15
1060,241,2023-1,Matriculado,2023-03-01
1061,241,2023-2,Matriculado,2023-08-17
1062,241,2024-1,Matriculado,2024-03-03
1063,241,2024-2,Matriculado,2024-08-13
1064,241,2025-1,Matriculado,2025-03-06
1065,241,2025-2,Matriculado,2025-08-13
1066,242,2025-2,Matriculado,2025-08-22
1067,243,2025-2,Matriculado,2025-08-05
1068,244,2023-2,Matriculado,2023-08-02
1069,244,2024-1,Matriculado,2024-03-23
1070,244,2024-2,Matriculado,2024-08-17
1071,244,2025-1,Matriculado,2025-03-14
1072,244,2025-2,Matriculado,2025-08-22
1073,245,2023-2,Matriculado,2023-08-10
1074,245,2024-1,Matriculado,2024-03-11
1075,245,2024-2,Matriculado,2024-08-01
1076,245,2025-1,Matriculado,2025-03-17
1077,245,2025-2,Matriculado,2025-08-05
1078,246,2023-1,Matriculado,2023-03-15
1079,246,2023-2,Matriculado,2023-08-18
1080,246,2024-1,Matriculado,2024-03-20
1081,246,2024-2,Matriculado,2024-08-23
1082,246,2025-1,Matriculado,2025-03-21
1083,246,2025-2,Matriculado,2025-08-07
1084,247,2023-1,Matriculado,2023-03-03
1085,247,2023-2,Suspendido,2023-08-11
1086,247,2024-1,Matriculado,2024-03-24
1087,247,2024-2,Matriculado,2024-08-05
1088,247,2025-1,Matriculado,2025-03-18
1089,247,2025-2,Matriculado,2025-08-03
1090,248,2023-1,Matriculado,2023-03-10
1091,248,2023-2,Matriculado,2023-08-25
1092,248,2024-1,Matriculado,2024-03-01
1093,248,2024-2,Suspendido,2024-08-18
1094,248,2025-1,Matriculado,2025-03-08
1095,248,2025-2,Matriculado,2025-08-10
1096,249,2023-2,Matriculado,2023-08-17
1097,249,2024-1,Matriculado,2024-03-02
1098,249,2024-2,Matriculado,2024-08-09
1099,249,2025-1,Matriculado,2025-03-12
1100,249,2025-2,Matriculado,2025-08-25
1101,250,2023-1,Matriculado,2023-03-04
1102,250,2023-2,Matriculado,2023-08-19
1103,250,2024-1,Matriculado,2024-03-15
1104,250,2024-2,Matriculado,2024-08-08
1105,250,2025-1,Matriculado,2025-03-19
1106,250,2025-2,Matriculado,2025-08-21
1107,251,2023-1,Matriculado,2023-03-20
1108,251,2023-2,Matriculado,2023-08-10
1109,251,2024-1,Matriculado,2024-03-23
1110,251,2024-2,Matriculado,2024-08-05
1111,251,2025-1,Matriculado,2025-03-17
1112,251,2025-2,Matriculado,2025-08-04
1113,252,2023-2,Matriculado,2023-08-19
1114,252,2024-1,Matriculado,2024-03-25
1115,252,2024-2,Matriculado,2024-08-04
1116,252,2025-1,Matriculado,2025-03-14
1117,252,2025-2,Matriculado,2025-08-03
1118,253,2023-1,Matriculado,2023-03-14
1119,253,2023-2,Matriculado,2023-08-16
1120,253,2024-1,Matriculado,2024-03-03
1121,253,2024-2,Matriculado,2024-08-17
1122,253,2025-1,Matriculado,2025-03-18
1123,253,2025-2,Matriculado,2025-08-13
1124,254,2023-1,Matriculado,2023-03-19
1125,254,2023-2,Matriculado,2023-08-14
1126,254,2024-1,Matriculado,2024-03-23
1127,254,2024-2,Matriculado,2024-08-16
1128,254,2025-1,Matriculado,2025-03-14
1129,254,2025-2,Matriculado,2025-08-05
1130,255,2025-1,Matriculado,2025-03-16
1131,255,2025-2,Matriculado,2025-08-05
1132,256,2023-1,Matriculado,2023-03-17
1133,256,2023-2,Matriculado,2023-08-04
1134,256,2024-1,Matriculado,2024-03-15
1135,256,2024-2,Matriculado,2024-08-24
1136,256,2025-1,Matriculado,2025-03-18
1137,256,2025-2,Matriculado,2025-08-04
1138,257,2023-1,Matriculado,2023-03-14
1139,257,2023-2,Matriculado,2023-08-12
1140,257,2024-1,Matriculado,2024-03-02
1141,257,2024-2,Matriculado,2024-08-04
1142,257,2025-1,Matriculado,2025-03-12
1143,257,2025-2,Matriculado,2025-08-16
1144,258,2025-2,Suspendido,2025-08-05
1145,259,2023-1,Matriculado,2023-03-19
1146,259,2023-2,Matriculado,2023-08-10
1147,259,2024-1,Matriculado,2024-03-07
1148,259,2024-2,Matriculado,2024-08-24
1149,259,2025-1,Matriculado,2025-03-04
1150,259,2025-2,Matriculado,2025-08-03
1151,260,2023-2,Matriculado,2023-08-14
1152,260,2024-1,Matriculado,2024-03-10
1153,260,2024-2,Matriculado,2024-08-11
1154,260,2025-1,Matriculado,2025-03-16
1155,260,2025-2,Matriculado,2025-08-20
1156,261,2023-1,Matriculado,2023-03-05
1157,261,2023-2,Matriculado,2023-08-15
1158,261,2024-1,Matriculado,2024-03-22
1159,261,2024-2,Matriculado,2024-08-24
1160,261,2025-1,Matriculado,2025-03-20
1161,261,2025-2,Matriculado,2025-08-14
1162,262,2023-2,Matriculado,2023-08-13
1163,262,2024-1,Matriculado,2024-03-02
1164,262,2024-2,Matriculado,2024-08-15
1165,262,2025-1,Matriculado,2025-03-21
1166,262,2025-2,Matriculado,2025-08-06
1167,263,2023-2,Matriculado,2023-08-19
1168,263,2024-1,Matriculado,2024-03-25
1169,263,2024-2,Matriculado,2024-08-18
1170,263,2025-1,Matriculado,2025-03-21
1171,263,2025-2,Matriculado,2025-08-07
1172,264,2024-2,Matriculado,2024-08-18
1173,264,2025-1,Matriculado,2025-03-02
1174,264,2025-2,Matriculado,2025-08-17
1175,265,2023-2,Matriculado,2023-08-16
1176,265,2024-1,Matriculado,2024-03-01
1177,265,2024-2,Matriculado,2024-08-18
1178,265,2025-1,Matriculado,2025-03-01
1179,265,2025-2,Matriculado,2025-08-07
1180,266,2025-1,Matriculado,2025-03-23
1181,266,2025-2,Matriculado,2025-08-19
1182,267,2025-1,Matriculado,2025-03-18
1183,267,2025-2,Matriculado,2025-08-13
1184,268,2023-2,Matriculado,2023-08-16
1185,268,2024-1,Matriculado,2024-03-01
1186,268,2024-2,Matriculado,2024-08-06
1187,268,2025-1,Matriculado,2025-03-17
1188,268,2025-2,Matriculado,2025-08-09
1189,269,2023-1,Matriculado,2023-03-04
1190,269,2023-2,Matriculado,2023-08-10
1191,269,2024-1,Matriculado,2024-03-09
1192,270,2024-1,Matriculado,2024-03-05
1193,270,2024-2,Matriculado,2024-08-14
1194,270,2025-1,Matriculado,2025-03-02
1195,270,2025-2,Matriculado,2025-08-11
1196,271,2023-1,Matriculado,2023-03-23
1197,271,2023-2,Suspendido,2023-08-13
1198,271,2024-1,Retirado,2024-03-05
1199,272,2023-1,Matriculado,2023-03-11
1200,272,2023-2,Matriculado,2023-08-04
1201,272,2024-1,Suspendido,2024-03-08
1202,272,2024-2,Matriculado,2024-08-19
1203,272,2025-1,Matriculado,2025-03-17
1204,272,2025-2,Matriculado,2025-08-13
1205,273,2023-1,Matriculado,2023-03-09
1206,273,2023-2,Matriculado,2023-08-15
1207,273,2024-1,Matriculado,2024-03-03
1208,274,2023-1,Matriculado,2023-03-14
1209,274,2023-2,Matriculado,2023-08-01
1210,274,2024-1,Matriculado,2024-03-19
1211,274,2024-2,Matriculado,2024-08-08
1212,274,2025-1,Matriculado,2025-03-21
1213,274,2025-2,Matriculado,2025-08-10
1214,275,2024-1,Matriculado,2024-03-15
1215,275,2024-2,Matriculado,2024-08-21
1216,275,2025-1,Matriculado,2025-03-05
1217,275,2025-2,Matriculado,2025-08-06
1218,276,2024-2,Matriculado,2024-08-18
1219,276,2025-1,Matriculado,2025-03-18
1220,276,2025-2,Matriculado,2025-08-01
1221,277,2024-1,Matriculado,2024-03-20
1222,277,2024-2,Matriculado,2024-08-06
1223,277,2025-1,Retirado,2025-03-16
1224,278,2023-1,Matriculado,2023-03-09
1225,278,2023-2,Matriculado,2023-08-13
1226,278,2024-1,Matriculado,2024-03-21
1227,278,2024-2,Matriculado,2024-08-17
1228,278,2025-1,Matriculado,2025-03-06
1229,278,2025-2,Matriculado,2025-08-19
1230,279,2023-1,Matriculado,2023-03-03
1231,279,2023-2,Matriculado,2023-08-04
1232,279,2024-1,Matriculado,2024-03-24
1233,279,2024-2,Matriculado,2024-08-09
1234,279,2025-1,Matriculado,2025-03-07
1235,279,2025-2,Matriculado,2025-08-11
1236,280,2023-1,Matriculado,2023-03-11
1237,280,2023-2,Matriculado,2023-08-25
1238,280,2024-1,Matriculado,2024-03-09
1239,280,2024-2,Matriculado,2024-08-11
1240,280,2025-1,Matriculado,2025-03-15
1241,280,2025-2,Matriculado,2025-08-11
1242,281,2024-2,Retirado,2024-08-23
1243,282,2023-1,Matriculado,2023-03-01
1244,282,2023-2,Matriculado,2023-08-01
1245,282,2024-1,Matriculado,2024-03-22
1246,282,2024-2,Matriculado,2024-08-18
1247,282,2025-1,Matriculado,2025-03-23
1248,283,2024-2,Matriculado,2024-08-13
1249,283,2025-1,Matriculado,2025-03-21
1250,283,2025-2,Matriculado,2025-08-18
1251,284,2023-1,Suspendido,2023-03-22
1252,284,2023-2,Matriculado,2023-08-04
1253,284,2024-1,Matriculado,2024-03-13
1254,284,2024-2,Matriculado,2024-08-12
1255,284,2025-1,Matriculado,2025-03-25
1256,284,2025-2,Matriculado,2025-08-01
1257,285,2024-2,Matriculado,2024-08-12
