id_nota,id_estudiante,id_asignatura,periodo,nota_final,estado_aprobacion
3780,193,25,2024-2,6.5,Aprobado
3781,193,26,2024-2,5.4,Aprobado
3782,193,27,2024-2,6.0,Aprobado
3783,193,28,2024-2,5.8,Aprobado
3784,193,29,2025-1,6.1,Aprobado
3785,193,30,2025-1,6.7,Aprobado
3786,193,31,2025-1,6.3,Aprobado
3787,193,32,2025-1,5.9,Aprobado
3788,194,64,2023-1,4.6,Aprobado
3789,194,65,2023-1,3.9,Reprobado
3790,194,66,2023-1,4.1,Aprobado
3791,194,67,2023-1,4.3,Aprobado
3792,194,68,2023-1,2.8,Reprobado
3793,194,69,2023-1,4.5,Aprobado
3794,194,70,2023-2,4.3,Aprobado
3795,194,71,2023-2,4.8,Aprobado
3796,194,72,2023-2,4.8,Aprobado
3797,194,73,2023-2,4.4,Aprobado
3798,194,74,2024-1,3.8,Reprobado
3799,194,75,2024-1,4.6,Aprobado
3800,194,76,2024-1,5.1,Aprobado
3801,194,77,2024-1,4.0,Aprobado
3802,194,78,2024-2,4.0,Aprobado
3803,194,79,2024-2,4.2,Aprobado
3804,194,80,2024-2,5.1,Aprobado
3805,194,81,2024-2,5.0,Aprobado
3806,194,82,2025-1,4.6,Aprobado
3807,194,83,2025-1,5.0,Aprobado
3808,194,84,2025-1,5.0,Aprobado
3809,194,85,2025-1,3.9,Reprobado
3810,194,86,2025-2,3.9,Reprobado
3811,194,87,2025-2,3.4,Reprobado
3812,194,88,2025-2,4.7,Aprobado
3813,194,89,2025-2,3.5,Reprobado
3814,195,48,2025-2,5.1,Aprobado
3815,195,49,2025-2,4.3,Aprobado
3816,195,50,2025-2,5.8,Aprobado
3817,195,51,2025-2,4.7,Aprobado
3818,196,48,2023-2,4.2,Aprobado
3819,196,49,2023-2,4.0,Aprobado
3820,196,50,2023-2,4.4,Aprobado
3821,196,51,2023-2,4.0,Aprobado
3822,196,52,2024-1,2.8,Reprobado
3823,196,53,2024-1,2.5,Reprobado
3824,196,54,2024-1,3.8,Reprobado
3825,196,55,2024-1,3.8,Reprobado
3826,196,56,2024-1,3.5,Reprobado
3827,196,57,2024-1,3.5,Reprobado
3828,196,58,2024-2,3.0,Reprobado
3829,196,59,2024-2,3.0,Reprobado
3830,196,60,2024-2,4.4,Aprobado
3831,196,61,2024-2,4.0,Aprobado
3832,196,62,2024-2,2.7,Reprobado
3833,196,63,2024-2,3.3,Reprobado
3834,198,158,2024-2,4.7,Aprobado
3835,198,159,2024-2,5.2,Aprobado
3836,198,160,2024-2,4.3,Aprobado
3837,198,161,2024-2,5.0,Aprobado
3838,199,158,2023-2,4.3,Aprobado
3839,199,159,2023-2,3.9,Reprobado
3840,199,160,2023-2,3.9,Reprobado
3841,199,161,2023-2,3.5,Reprobado
3842,199,162,2024-1,4.3,Aprobado
3843,199,163,2024-1,4.7,Aprobado
3844,199,164,2024-1,6.0,Aprobado
3845,199,165,2024-1,3.3,Reprobado
3846,199,166,2024-1,4.7,Aprobado
3847,199,167,2024-2,4.6,Aprobado
3848,199,168,2024-2,3.8,Reprobado
3849,199,169,2024-2,5.2,Aprobado
3850,199,170,2024-2,4.2,Aprobado
3851,199,171,2024-2,4.5,Aprobado
3852,199,172,2024-2,4.5,Aprobado
3853,199,173,2025-1,4.7,Aprobado
3854,199,174,2025-1,4.6,Aprobado
3855,199,175,2025-1,4.8,Aprobado
3856,199,176,2025-1,5.3,Aprobado
3857,199,177,2025-1,4.4,Aprobado
3858,199,178,2025-1,3.3,Reprobado
3859,199,179,2025-2,3.7,Reprobado
3860,199,180,2025-2,4.8,Aprobado
3861,199,181,2025-2,2.4,Reprobado
3862,199,182,2025-2,5.0,Aprobado
3863,199,183,2025-2,5.7,Aprobado
3864,200,70,2023-1,5.1,Aprobado
3865,200,71,2023-1,4.9,Aprobado
3866,200,72,2023-1,4.7,Aprobado
3867,200,73,2023-1,4.5,Aprobado
3868,200,74,2023-2,5.5,Aprobado
3869,200,75,2023-2,4.2,Aprobado
3870,200,76,2023-2,5.1,Aprobado
3871,200,77,2023-2,3.4,Reprobado
3872,200,78,2024-1,4.9,Aprobado
3873,200,79,2024-1,4.3,Aprobado
3874,200,80,2024-1,5.0,Aprobado
3875,200,81,2024-1,5.9,Aprobado
3876,200,82,2024-2,4.1,Aprobado
3877,200,83,2024-2,4.4,Aprobado
3878,200,84,2024-2,4.8,Aprobado
3879,200,85,2024-2,3.8,Reprobado
3880,200,86,2025-1,4.9,Aprobado
3881,200,87,2025-1,5.1,Aprobado
3882,200,88,2025-1,4.3,Aprobado
3883,200,89,2025-1,3.1,Reprobado
3884,200,90,2025-2,3.3,Reprobado
3885,200,91,2025-2,4.3,Aprobado
3886,200,92,2025-2,4.6,Aprobado
3887,200,93,2025-2,5.0,Aprobado
3888,200,94,2025-2,4.8,Aprobado
3889,201,228,2023-1,6.8,Aprobado
3890,201,229,2023-1,6.5,Aprobado
3891,201,230,2023-1,3.9,Reprobado
3892,201,231,2023-1,4.9,Aprobado
3893,201,232,2023-2,4.4,Aprobado
3894,201,233,2023-2,4.3,Aprobado
3895,201,234,2023-2,6.1,Aprobado
3896,201,235,2023-2,5.3,Aprobado
3897,201,236,2023-2,5.9,Aprobado
3898,201,237,2024-1,6.4,Aprobado
3899,201,238,2024-1,6.0,Aprobado
3900,201,239,2024-1,5.7,Aprobado
3901,201,240,2024-1,5.3,Aprobado
3902,201,241,2024-1,5.8,Aprobado
3903,201,242,2024-1,5.4,Aprobado
3904,201,243,2025-2,4.7,Aprobado
3905,201,244,2025-2,6.1,Aprobado
3906,201,245,2025-2,5.6,Aprobado
3907,201,246,2025-2,4.9,Aprobado
3908,202,48,2023-1,4.7,Aprobado
3909,202,49,2023-1,4.2,Aprobado
3910,202,50,2023-1,6.2,Aprobado
3911,202,51,2023-1,5.5,Aprobado
3912,202,52,2023-2,5.7,Aprobado
3913,202,53,2023-2,6.0,Aprobado
3914,202,54,2023-2,4.3,Aprobado
3915,202,55,2023-2,5.1,Aprobado
3916,202,56,2023-2,6.2,Aprobado
3917,202,57,2023-2,5.4,Aprobado
3918,202,58,2024-2,5.6,Aprobado
3919,202,59,2024-2,4.9,Aprobado
3920,202,60,2024-2,5.7,Aprobado
3921,202,61,2024-2,5.7,Aprobado
3922,202,62,2024-2,5.3,Aprobado
3923,202,63,2024-2,5.5,Aprobado
3924,202,64,2025-1,6.5,Aprobado
3925,202,65,2025-1,5.1,Aprobado
3926,202,66,2025-1,5.8,Aprobado
3927,202,67,2025-1,6.5,Aprobado
3928,202,68,2025-1,5.5,Aprobado
3929,202,69,2025-1,6.5,Aprobado
3930,202,70,2025-2,6.2,Aprobado
3931,202,71,2025-2,4.9,Aprobado
3932,202,72,2025-2,5.5,Aprobado
3933,202,73,2025-2,7.0,Aprobado
3934,203,210,2025-2,4.6,Aprobado
3935,203,211,2025-2,4.4,Aprobado
3936,203,212,2025-2,4.8,Aprobado
3937,203,213,2025-2,5.1,Aprobado
3938,203,214,2025-2,4.7,Aprobado
3939,204,1,2023-1,2.9,Reprobado
3940,204,2,2023-1,4.1,Aprobado
3941,204,3,2023-1,3.7,Reprobado
3942,204,4,2023-1,4.7,Aprobado
3943,204,5,2023-1,3.6,Reprobado
3944,204,6,2023-1,4.6,Aprobado
3945,204,7,2023-2,3.8,Reprobado
3946,204,8,2023-2,4.1,Aprobado
3947,204,9,2023-2,4.1,Aprobado
3948,204,10,2023-2,3.5,Reprobado
3949,204,11,2024-1,3.3,Reprobado
3950,204,12,2024-1,3.3,Reprobado
3951,204,13,2024-1,4.8,Aprobado
3952,204,14,2024-1,4.7,Aprobado
3953,204,15,2024-2,3.6,Reprobado
3954,204,16,2024-2,4.8,Aprobado
3955,204,17,2024-2,5.0,Aprobado
3956,204,18,2024-2,4.3,Aprobado
3957,204,19,2025-1,3.6,Reprobado
3958,204,20,2025-1,5.0,Aprobado
3959,204,21,2025-1,3.4,Reprobado
3960,204,22,2025-1,4.0,Aprobado
3961,204,23,2025-2,4.2,Aprobado
3962,204,24,2025-2,3.9,Reprobado
3963,204,25,2025-2,4.0,Aprobado
3964,204,26,2025-2,4.2,Aprobado
3965,204,27,2025-2,4.9,Aprobado
3966,204,28,2025-2,4.2,Aprobado
3967,205,95,2025-1,3.7,Reprobado
3968,205,96,2025-1,3.2,Reprobado
3969,205,97,2025-1,3.8,Reprobado
3970,205,98,2025-1,4.2,Aprobado
3971,205,99,2025-2,4.2,Aprobado
3972,205,100,2025-2,5.4,Aprobado
3973,205,101,2025-2,4.0,Aprobado
3974,205,102,2025-2,3.6,Reprobado
3975,206,210,2024-2,4.4,Aprobado
3976,206,211,2024-2,3.8,Reprobado
3977,206,212,2024-2,3.7,Reprobado
3978,206,213,2024-2,3.2,Reprobado
3979,206,214,2024-2,2.8,Reprobado
3980,206,215,2025-1,3.8,Reprobado
3981,206,216,2025-1,3.5,Reprobado
3982,206,217,2025-1,3.9,Reprobado
3983,206,218,2025-1,3.3,Reprobado
3984,206,219,2025-2,3.2,Reprobado
3985,206,220,2025-2,3.0,Reprobado
3986,206,221,2025-2,3.6,Reprobado
3987,206,222,2025-2,2.7,Reprobado
3988,206,223,2025-2,3.4,Reprobado
3989,207,317,2024-2,4.6,Aprobado
3990,207,318,2024-2,4.8,Aprobado
3991,207,319,2024-2,6.8,Aprobado
3992,207,320,2024-2,4.1,Aprobado
3993,208,11,2023-1,3.5,Reprobado
3994,208,12,2023-1,4.6,Aprobado
3995,208,13,2023-1,3.3,Reprobado
3996,208,14,2023-1,3.7,Reprobado
3997,208,15,2023-2,5.7,Aprobado
3998,208,16,2023-2,2.7,Reprobado
3999,208,17,2023-2,5.5,Aprobado
4000,208,18,2023-2,4.2,Aprobado
4001,208,19,2024-1,4.9,Aprobado
4002,208,20,2024-1,5.3,Aprobado
4003,208,21,2024-1,4.2,Aprobado
4004,208,22,2024-1,4.1,Aprobado
4005,208,23,2024-2,4.8,Aprobado
4006,208,24,2024-2,5.1,Aprobado
4007,208,25,2024-2,4.7,Aprobado
4008,208,26,2024-2,3.6,Reprobado
4009,208,27,2024-2,4.6,Aprobado
4010,208,28,2024-2,4.8,Aprobado
4011,208,29,2025-1,3.7,Reprobado
4012,208,30,2025-1,3.5,Reprobado
4013,208,31,2025-1,4.7,Aprobado
4014,208,32,2025-1,5.4,Aprobado
4015,208,33,2025-2,4.2,Aprobado
4016,208,34,2025-2,4.5,Aprobado
4017,208,35,2025-2,3.6,Reprobado
4018,208,36,2025-2,3.6,Reprobado
4019,208,37,2025-2,3.8,Reprobado
4020,208,38,2025-2,1.8,Reprobado
4021,209,1,2023-2,3.8,Reprobado
4022,209,2,2023-2,0.5,Reprobado
4023,209,3,2023-2,4.0,Aprobado
4024,209,4,2023-2,5.2,Aprobado
4025,209,5,2023-2,4.3,Aprobado
4026,209,6,2023-2,4.5,Aprobado
4027,209,7,2024-1,4.6,Aprobado
4028,209,8,2024-1,4.9,Aprobado
4029,209,9,2024-1,4.6,Aprobado
4030,209,10,2024-1,4.1,Aprobado
4031,209,11,2024-2,3.7,Reprobado
4032,209,12,2024-2,5.3,Aprobado
4033,209,13,2024-2,4.5,Aprobado
4034,209,14,2024-2,4.2,Aprobado
4035,209,15,2025-1,5.5,Aprobado
4036,209,16,2025-1,5.7,Aprobado
4037,209,17,2025-1,3.6,Reprobado
4038,209,18,2025-1,4.8,Aprobado
4039,209,19,2025-2,5.4,Aprobado
4040,209,20,2025-2,4.5,Aprobado
4041,209,21,2025-2,5.4,Aprobado
4042,209,22,2025-2,4.6,Aprobado
4043,210,210,2023-1,5.2,Aprobado
4044,210,211,2023-1,4.3,Aprobado
4045,210,212,2023-1,5.0,Aprobado
4046,210,213,2023-1,5.3,Aprobado
4047,210,214,2023-1,5.3,Aprobado
4048,210,215,2023-2,3.9,Reprobado
4049,210,216,2023-2,3.4,Reprobado
4050,210,217,2023-2,4.0,Aprobado
4051,210,218,2023-2,4.0,Aprobado
4052,210,219,2024-1,5.5,Aprobado
4053,210,220,2024-1,4.6,Aprobado
4054,210,221,2024-1,4.0,Aprobado
4055,210,222,2024-1,4.7,Aprobado
4056,210,223,2024-1,4.6,Aprobado
4057,210,224,2024-2,5.4,Aprobado
4058,210,225,2024-2,5.0,Aprobado
4059,210,226,2024-2,5.9,Aprobado
4060,210,227,2024-2,4.0,Aprobado
4061,211,70,2023-1,3.5,Reprobado
4062,211,71,2023-1,3.1,Reprobado
4063,211,72,2023-1,4.3,Aprobado
4064,211,73,2023-1,3.0,Reprobado
4065,211,74,2023-2,3.3,Reprobado
4066,211,75,2023-2,5.2,Aprobado
4067,211,76,2023-2,4.5,Aprobado
4068,211,77,2023-2,4.0,Aprobado
4069,211,78,2024-1,3.9,Reprobado
4070,211,79,2024-1,3.6,Reprobado
4071,211,80,2024-1,4.7,Aprobado
4072,211,81,2024-1,4.8,Aprobado
4073,211,82,2024-2,3.2,Reprobado
4074,211,83,2024-2,4.8,Aprobado
4075,211,84,2024-2,4.2,Aprobado
4076,211,85,2024-2,3.7,Reprobado
4077,211,86,2025-1,4.4,Aprobado
4078,211,87,2025-1,4.8,Aprobado
4079,211,88,2025-1,3.9,Reprobado
4080,211,89,2025-1,5.0,Aprobado
4081,211,90,2025-2,3.9,Reprobado
4082,211,91,2025-2,4.2,Aprobado
4083,211,92,2025-2,4.4,Aprobado
4084,211,93,2025-2,4.2,Aprobado
4085,211,94,2025-2,3.9,Reprobado
4086,212,111,2023-1,4.7,Aprobado
4087,212,112,2023-1,4.7,Aprobado
4088,212,113,2023-1,4.8,Aprobado
4089,212,114,2023-1,5.8,Aprobado
4090,212,115,2023-2,4.7,Aprobado
4091,212,116,2023-2,5.4,Aprobado
4092,212,117,2023-2,5.2,Aprobado
4093,212,118,2023-2,5.3,Aprobado
4094,212,119,2023-2,4.8,Aprobado
4095,212,120,2024-1,4.5,Aprobado
4096,212,121,2024-1,5.8,Aprobado
4097,212,122,2024-1,4.6,Aprobado
4098,212,123,2024-1,5.7,Aprobado
4099,212,124,2024-2,5.9,Aprobado
4100,212,125,2024-2,5.1,Aprobado
4101,212,126,2024-2,4.4,Aprobado
4102,212,982650,2024-2,5.6,Aprobado
4103,212,128,2024-2,4.7,Aprobado
4104,212,129,2024-2,4.4,Aprobado
4105,212,130,2025-1,4.7,Aprobado
4106,212,131,2025-1,6.1,Aprobado
4107,212,132,2025-1,5.8,Aprobado
4108,212,133,2025-1,5.3,Aprobado
4109,212,134,2025-1,4.7,Aprobado
4110,212,135,2025-2,6.0,Aprobado
4111,212,136,2025-2,5.5,Aprobado
4112,212,137,2025-2,5.8,Aprobado
4113,212,138,2025-2,4.7,Aprobado
4114,213,48,2025-2,4.5,Aprobado
4115,213,49,2025-2,3.3,Reprobado
4116,213,50,2025-2,4.4,Aprobado
4117,213,51,2025-2,5.0,Aprobado
4118,214,210,2023-2,5.1,Aprobado
4119,214,211,2023-2,4.4,Aprobado
4120,214,212,2023-2,3.6,Reprobado
4121,214,213,2023-2,3.9,Reprobado
4122,214,214,2023-2,4.6,Aprobado
4123,214,215,2024-1,2.9,Reprobado
4124,214,216,2024-1,4.0,Aprobado
4125,214,217,2024-1,3.6,Reprobado
4126,214,218,2024-1,4.1,Aprobado
4127,214,219,2024-2,3.1,Reprobado
4128,214,220,2024-2,4.1,Aprobado
4129,214,221,2024-2,3.5,Reprobado
4130,214,222,2024-2,3.4,Reprobado
4131,214,223,2024-2,0.2,Reprobado
4132,214,224,2025-1,4.4,Aprobado
4133,214,225,2025-1,4.8,Aprobado
4134,214,226,2025-1,4.3,Aprobado
4135,214,227,2025-1,4.1,Aprobado
4136,214,228,2025-2,4.3,Aprobado
4137,214,229,2025-2,4.4,Aprobado
4138,214,230,2025-2,3.8,Reprobado
4139,214,231,2025-2,4.1,Aprobado
4140,215,1,2024-1,6.0,Aprobado
4141,215,2,2024-1,6.1,Aprobado
4142,215,3,2024-1,5.5,Aprobado
4143,215,4,2024-1,5.9,Aprobado
4144,215,5,2024-1,5.5,Aprobado
4145,215,6,2024-1,4.9,Aprobado
4146,215,7,2024-2,4.9,Aprobado
4147,215,8,2024-2,5.4,Aprobado
4148,215,9,2024-2,6.1,Aprobado
4149,215,10,2024-2,5.9,Aprobado
4150,215,11,2025-1,5.1,Aprobado
4151,215,12,2025-1,5.4,Aprobado
4152,215,13,2025-1,5.7,Aprobado
4153,215,14,2025-1,5.7,Aprobado
4154,215,15,2025-2,5.7,Aprobado
4155,215,16,2025-2,5.4,Aprobado
4156,215,17,2025-2,6.2,Aprobado
4157,215,18,2025-2,5.8,Aprobado
4158,216,317,2024-1,4.8,Aprobado
4159,216,318,2024-1,5.6,Aprobado
4160,216,319,2024-1,5.9,Aprobado
4161,216,320,2024-1,5.4,Aprobado
4162,216,321,2024-2,5.4,Aprobado
4163,216,322,2024-2,5.0,Aprobado
4164,216,323,2024-2,5.1,Aprobado
4165,216,324,2024-2,6.3,Aprobado
4166,216,325,2024-2,6.2,Aprobado
4167,216,326,2025-1,5.3,Aprobado
4168,216,327,2025-1,5.8,Aprobado
4169,216,953286,2025-1,5.6,Aprobado
4170,216,329,2025-1,5.1,Aprobado
4171,216,330,2025-1,6.2,Aprobado
4172,216,331,2025-2,5.0,Aprobado
4173,216,332,2025-2,5.3,Aprobado
4174,216,333,2025-2,5.1,Aprobado
4175,216,334,2025-2,6.0,Aprobado
4176,216,335,2025-2,6.1,Aprobado
4177,217,1,2025-1,4.5,Aprobado
4178,217,2,2025-1,4.2,Aprobado
4179,217,3,2025-1,5.6,Aprobado
4180,217,4,2025-1,4.4,Aprobado
4181,217,5,2025-1,3.7,Reprobado
4182,217,6,2025-1,4.7,Aprobado
4183,217,7,2025-2,3.8,Reprobado
4184,217,8,2025-2,5.0,Aprobado
4185,217,9,2025-2,5.8,Aprobado
4186,217,10,2025-2,4.4,Aprobado
4187,218,29,2023-1,3.5,Reprobado
4188,218,30,2023-1,3.9,Reprobado
4189,218,31,2023-1,3.8,Reprobado
4190,218,32,2023-1,3.7,Reprobado
4191,218,33,2023-2,3.3,Reprobado
4192,218,34,2023-2,4.6,Aprobado
4193,218,35,2023-2,4.5,Aprobado
4194,218,36,2023-2,5.1,Aprobado
4195,218,37,2023-2,3.3,Reprobado
4196,218,38,2023-2,3.6,Reprobado
4197,218,39,2024-1,4.1,Aprobado
4198,218,40,2024-1,2.7,Reprobado
4199,218,41,2024-1,4.0,Aprobado
4200,218,42,2024-1,3.8,Reprobado
4201,218,43,2024-1,4.0,Aprobado
4202,219,99,2023-1,5.2,Aprobado
4203,219,100,2023-1,5.7,Aprobado
4204,219,101,2023-1,5.0,Aprobado
4205,219,102,2023-1,5.3,Aprobado
4206,219,103,2023-2,5.5,Aprobado
4207,219,104,2023-2,6.4,Aprobado
4208,219,105,2023-2,4.9,Aprobado
4209,219,106,2023-2,5.1,Aprobado
4210,219,107,2024-1,6.1,Aprobado
4211,219,108,2024-1,5.7,Aprobado
4212,219,109,2024-1,4.9,Aprobado
4213,219,110,2024-1,4.5,Aprobado
4214,219,111,2024-2,5.6,Aprobado
4215,219,112,2024-2,5.9,Aprobado
4216,219,113,2024-2,5.6,Aprobado
4217,219,114,2024-2,5.0,Aprobado
4218,219,115,2025-1,5.0,Aprobado
4219,219,116,2025-1,4.5,Aprobado
4220,219,117,2025-1,5.0,Aprobado
4221,219,118,2025-1,5.6,Aprobado
4222,219,119,2025-1,5.7,Aprobado
4223,219,120,2025-2,5.7,Aprobado
4224,219,121,2025-2,5.2,Aprobado
4225,219,122,2025-2,5.0,Aprobado
4226,219,123,2025-2,5.5,Aprobado
4227,220,179,2023-1,5.3,Aprobado
4228,220,180,2023-1,5.4,Aprobado
4229,220,181,2023-1,3.3,Reprobado
4230,220,182,2023-1,4.7,Aprobado
4231,220,183,2023-1,3.6,Reprobado
4232,220,184,2023-2,4.4,Aprobado
4233,220,185,2023-2,4.1,Aprobado
4234,220,186,2023-2,4.4,Aprobado
4235,220,187,2023-2,4.3,Aprobado
4236,220,188,2023-2,5.1,Aprobado
4237,220,189,2024-1,3.8,Reprobado
4238,220,190,2024-1,4.6,Aprobado
4239,220,191,2024-1,4.5,Aprobado
4240,220,192,2024-1,3.4,Reprobado
4241,220,193,2024-2,4.3,Aprobado
4242,987152,194,2024-2,2.9,Reprobado
4243,220,195,2024-2,4.9,Aprobado
4244,220,196,2024-2,4.4,Aprobado
4245,220,197,2024-2,4.8,Aprobado
4246,221,162,2023-1,5.3,Aprobado
4247,221,163,2023-1,4.6,Aprobado
4248,221,164,2023-1,5.5,Aprobado
4249,221,165,2023-1,5.1,Aprobado
4250,221,166,2023-1,5.4,Aprobado
4251,221,167,2023-2,5.6,Aprobado
4252,221,168,2023-2,4.4,Aprobado
4253,221,169,2023-2,5.9,Aprobado
4254,221,170,2023-2,5.3,Aprobado
4255,221,171,2023-2,4.8,Aprobado
4256,221,172,2023-2,5.4,Aprobado
4257,221,173,2024-1,4.6,Aprobado
4258,221,174,2024-1,4.5,Aprobado
4259,221,175,2024-1,5.8,Aprobado
4260,221,176,2024-1,4.2,Aprobado
4261,221,177,2024-1,4.8,Aprobado
4262,221,178,2024-1,3.9,Reprobado
4263,221,179,2024-2,5.0,Aprobado
4264,221,180,2024-2,5.2,Aprobado
4265,221,181,2024-2,4.4,Aprobado
4266,221,182,2024-2,5.5,Aprobado
4267,221,183,2024-2,3.8,Reprobado
4268,221,184,2025-1,4.6,Aprobado
4269,221,185,2025-1,5.2,Aprobado
4270,221,186,2025-1,4.8,Aprobado
4271,221,187,2025-1,5.8,Aprobado
4272,221,188,2025-1,5.7,Aprobado
4273,221,189,2025-2,4.4,Aprobado
4274,221,190,2025-2,4.0,Aprobado
4275,221,191,2025-2,4.0,Aprobado
4276,221,192,2025-2,5.2,Aprobado
4277,222,210,2024-1,5.4,Aprobado
4278,222,211,2024-1,5.3,Aprobado
4279,222,212,2024-1,5.9,Aprobado
4280,222,213,2024-1,6.2,Aprobado
4281,222,214,2024-1,6.1,Aprobado
4282,222,215,2024-2,5.4,Aprobado
4283,222,216,2024-2,5.4,Aprobado
4284,222,217,2024-2,6.9,Aprobado
4285,222,218,2024-2,5.4,Aprobado
4286,222,219,2025-1,5.2,Aprobado
4287,222,220,2025-1,4.7,Aprobado
4288,222,221,2025-1,5.9,Aprobado
4289,222,222,2025-1,5.8,Aprobado
4290,222,223,2025-1,4.8,Aprobado
4291,222,224,2025-2,5.3,Aprobado
4292,222,225,2025-2,5.7,Aprobado
4293,222,226,2025-2,5.8,Aprobado
4294,222,227,2025-2,4.6,Aprobado
4295,223,95,2024-1,5.4,Aprobado
4296,223,96,2024-1,4.1,Aprobado
4297,223,97,2024-1,4.7,Aprobado
4298,223,98,2024-1,6.3,Aprobado
4299,223,99,2024-2,6.0,Aprobado
4300,223,100,2024-2,5.8,Aprobado
4301,223,101,2024-2,6.1,Aprobado
4302,223,102,2024-2,4.4,Aprobado
4303,223,103,2025-2,7.0,Aprobado
4304,223,104,2025-2,5.6,Aprobado
4305,223,105,2025-2,5.2,Aprobado
4306,223,106,2025-2,5.3,Aprobado
4307,224,48,2023-1,5.1,Aprobado
4308,224,49,2023-1,5.6,Aprobado
4309,224,50,2023-1,5.2,Aprobado
4310,224,51,2023-1,6.0,Aprobado
4311,225,266,2024-2,4.8,Aprobado
4312,225,267,2024-2,4.5,Aprobado
4313,225,268,2024-2,4.0,Aprobado
4314,225,269,2024-2,4.7,Aprobado
4315,225,270,2024-2,5.2,Aprobado
4316,225,271,2025-1,4.2,Aprobado
4317,225,272,2025-1,4.5,Aprobado
4318,225,273,2025-1,3.8,Reprobado
4319,225,274,2025-1,3.9,Reprobado
4320,974031,275,2025-2,5.0,Aprobado
4321,225,276,2025-2,3.7,Reprobado
4322,225,277,2025-2,3.2,Reprobado
4323,225,278,2025-2,4.0,Aprobado
4324,226,271,2023-1,4.9,Aprobado
4325,226,272,2023-1,4.5,Aprobado
4326,226,273,2023-1,4.8,Aprobado
4327,226,274,2023-1,6.3,Aprobado
4328,226,275,2024-1,4.8,Aprobado
4329,226,276,2024-1,4.7,Aprobado
4330,226,277,2024-1,5.3,Aprobado
4331,226,278,2024-1,4.7,Aprobado
4332,226,279,2024-2,3.4,Reprobado
4333,226,280,2024-2,5.6,Aprobado
4334,226,281,2024-2,6.5,Aprobado
4335,226,282,2024-2,4.6,Aprobado
4336,226,283,2024-2,4.9,Aprobado
4337,226,284,2024-2,5.5,Aprobado
4338,226,285,2025-1,4.9,Aprobado
4339,226,286,2025-1,5.9,Aprobado
4340,226,287,2025-1,6.1,Aprobado
4341,226,288,2025-1,5.3,Aprobado
4342,226,289,2025-1,5.0,Aprobado
4343,226,290,2025-2,5.2,Aprobado
4344,226,291,2025-2,5.5,Aprobado
4345,226,292,2025-2,5.2,Aprobado
4346,226,293,2025-2,4.5,Aprobado
4347,226,294,2025-2,4.7,Aprobado
4348,227,162,2023-1,5.1,Aprobado
4349,227,163,2023-1,5.5,Aprobado
4350,227,164,2023-1,5.6,Aprobado
4351,227,165,2023-1,5.2,Aprobado
4352,227,166,2023-1,6.9,Aprobado
4353,227,167,2023-2,7.0,Aprobado
4354,227,168,2023-2,4.5,Aprobado
4355,227,169,2023-2,6.2,Aprobado
4356,227,170,2023-2,6.3,Aprobado
4357,227,171,2023-2,6.5,Aprobado
4358,227,172,2023-2,4.4,Aprobado
4359,227,173,2024-1,5.7,Aprobado
4360,227,174,2024-1,5.4,Aprobado
4361,227,175,2024-1,5.1,Aprobado
4362,227,176,2024-1,6.4,Aprobado
4363,227,177,2024-1,6.3,Aprobado
4364,227,178,2024-1,5.7,Aprobado
4365,227,179,2024-2,7.0,Aprobado
4366,227,180,2024-2,6.4,Aprobado
4367,227,181,2024-2,4.9,Aprobado
4368,227,182,2024-2,6.2,Aprobado
4369,227,183,2024-2,5.8,Aprobado
4370,227,184,2025-1,5.5,Aprobado
4371,227,185,2025-1,5.7,Aprobado
4372,227,186,2025-1,6.2,Aprobado
4373,227,187,2025-1,5.2,Aprobado
4374,227,188,2025-1,5.9,Aprobado
4375,227,189,2025-2,4.8,Aprobado
4376,227,190,2025-2,5.1,Aprobado
4377,227,191,2025-2,6.1,Aprobado
4378,227,192,2025-2,5.8,Aprobado
4379,228,215,2023-1,6.4,Aprobado
4380,228,216,2023-1,6.3,Aprobado
4381,228,217,2023-1,6.0,Aprobado
4382,228,218,2023-1,5.4,Aprobado
4383,228,219,2024-1,5.7,Aprobado
4384,228,220,2024-1,5.5,Aprobado
4385,228,221,2024-1,5.7,Aprobado
4386,228,222,2024-1,4.9,Aprobado
4387,228,223,2024-1,4.6,Aprobado
4388,228,224,2024-2,5.0,Aprobado
4389,228,225,2024-2,5.9,Aprobado
4390,228,226,2024-2,4.9,Aprobado
4391,228,227,2024-2,5.9,Aprobado
4392,228,228,2025-1,6.2,Aprobado
4393,228,229,2025-1,6.3,Aprobado
4394,228,230,2025-1,6.2,Aprobado
4395,228,231,2025-1,4.3,Aprobado
4396,228,232,2025-2,5.3,Aprobado
4397,228,233,2025-2,5.4,Aprobado
4398,228,234,2025-2,5.7,Aprobado
4399,228,235,2025-2,5.9,Aprobado
4400,228,236,2025-2,6.2,Aprobado
4401,229,1,2023-1,4.8,Aprobado
4402,229,2,2023-1,6.8,Aprobado
4403,229,3,2023-1,5.8,Aprobado
4404,229,4,2023-1,4.5,Aprobado
4405,229,5,2023-1,4.9,Aprobado
4406,229,6,2023-1,5.9,Aprobado
4407,229,7,2023-2,5.8,Aprobado
4408,229,8,2023-2,5.1,Aprobado
4409,229,9,2023-2,5.3,Aprobado
4410,229,10,2023-2,5.5,Aprobado
4411,229,11,2024-1,4.9,Aprobado
4412,229,12,2024-1,6.4,Aprobado
4413,229,13,2024-1,5.8,Aprobado
