id_asistencia,id_estudiante,id_asignatura,periodo,porcentaje_asistencia
4408,229,8,2023-2,100
4409,229,9,2023-2,79
4410,229,10,2023-2,100
4411,229,11,2024-1,96
4412,229,12,2024-1,95
4413,229,13,2024-1,97
4414,919676,14,2024-1,80
4415,229,15,2024-2,81
4416,229,16,2024-2,93
4417,229,17,2024-2,100
4418,229,18,2024-2,90
4419,229,19,2025-1,100
4420,229,20,2025-1,99
4421,229,21,2025-1,100
4422,229,22,2025-1,96
4423,229,23,2025-2,90
4424,229,24,2025-2,99
4425,229,25,2025-2,100
4426,229,26,2025-2,85
4427,229,27,2025-2,93
4428,229,28,2025-2,86
4429,230,15,2023-1,68
4430,230,16,2023-1,77
4431,230,17,2023-1,76
4432,230,18,2023-1,65
4433,230,19,2023-2,74
4434,230,20,2023-2,76
4435,230,21,2023-2,66
4436,230,22,2023-2,75
4437,230,23,2024-1,80
4438,230,24,2024-1,88
4439,230,25,2024-1,80
4440,230,26,2024-1,62
4441,230,27,2024-1,65
4442,230,28,2024-1,82
4443,230,29,2024-2,71
4444,230,30,2024-2,72
4445,230,31,2024-2,87
4446,230,32,2024-2,77
4447,230,33,2025-1,80
4448,230,34,2025-1,61
4449,230,35,2025-1,75
4450,230,36,2025-1,78
4451,230,37,2025-1,69
4452,230,38,2025-1,75
4453,230,39,2025-2,81
4454,230,40,2025-2,78
4455,230,41,2025-2,72
4456,230,42,2025-2,75
4457,230,43,2025-2,70
4458,231,1,2024-1,94
4459,231,2,2024-1,83
4460,231,3,2024-1,96
4461,231,4,2024-1,100
4462,231,5,2024-1,100
4463,231,6,2024-1,77
4464,231,7,2024-2,95
4465,231,8,2024-2,81
4466,231,9,2024-2,79
4467,231,10,2024-2,84
4468,231,11,2025-1,90
4469,231,12,2025-1,95
4470,231,13,2025-1,91
4471,231,14,2025-1,90
4472,231,15,2025-2,84
4473,231,16,2025-2,95
4474,231,17,2025-2,94
4475,231,18,2025-2,90
4476,232,210,2023-1,54
4477,232,211,2023-1,77
4478,232,212,2023-1,80
4479,232,213,2023-1,73
4480,232,214,2023-1,68
4481,232,215,2023-2,75
4482,232,216,2023-2,78
4483,232,217,2023-2,78
4484,232,218,2023-2,67
4485,232,219,2024-2,70
4486,232,220,2024-2,61
4487,232,221,2024-2,57
4488,232,222,2024-2,65
4489,232,223,2024-2,82
4490,232,224,2025-1,69
4491,232,225,2025-1,67
4492,232,226,2025-1,56
4493,232,227,2025-1,90
4494,232,228,2025-2,71
4495,232,229,2025-2,81
4496,232,230,2025-2,58
4497,232,231,2025-2,60
4498,233,48,2024-1,65
4499,233,49,2024-1,80
4500,233,50,2024-1,86
4501,233,51,2024-1,74
4502,233,52,2024-2,78
4503,233,53,2024-2,64
4504,233,54,2024-2,80
4505,233,55,2024-2,83
4506,233,56,2024-2,87
4507,233,57,2024-2,74
4508,234,210,2025-2,66
4509,234,211,2025-2,51
4510,234,212,2025-2,54
4511,234,213,2025-2,75
4512,234,214,2025-2,68
4513,235,95,2024-1,87
4514,235,96,2024-1,76
4515,235,97,2024-1,75
4516,235,98,2024-1,61
4517,235,99,2024-2,78
4518,235,100,2024-2,79
4519,235,101,2024-2,57
4520,235,102,2024-2,66
4521,235,103,2025-1,72
4522,235,104,2025-1,67
4523,235,105,2025-1,76
4524,235,106,2025-1,71
4525,235,107,2025-2,72
4526,235,108,2025-2,76
4527,235,109,2025-2,64
4528,235,110,2025-2,64
4529,236,1,2023-1,62
4530,236,2,2023-1,76
4531,236,3,2023-1,68
4532,236,4,2023-1,57
4533,236,5,2023-1,77
4534,236,6,2023-1,62
4535,236,7,2023-2,72
4536,236,8,2023-2,71
4537,236,9,2023-2,62
4538,236,10,2023-2,69
4539,236,11,2024-1,65
4540,236,12,2024-1,66
4541,236,13,2024-1,77
4542,236,14,2024-1,83
4543,236,15,2024-2,68
4544,236,16,2024-2,57
4545,236,17,2024-2,66
4546,236,18,2024-2,64
4547,236,19,2025-1,71
4548,236,20,2025-1,94
4549,236,21,2025-1,74
4550,236,22,2025-1,75
4551,236,23,2025-2,86
4552,236,24,2025-2,88
4553,236,25,2025-2,74
4554,236,26,2025-2,80
4555,236,27,2025-2,62
4556,236,28,2025-2,83
4557,237,321,2023-1,66
4558,237,322,2023-1,75
4559,237,323,2023-1,83
4560,237,324,2023-1,78
4561,237,325,2023-1,72
4562,237,326,2023-2,75
4563,237,327,2023-2,67
4564,237,328,2023-2,79
4565,237,329,2023-2,84
4566,237,330,2023-2,78
4567,237,331,2024-1,85
4568,237,332,2024-1,68
4569,237,333,2024-1,80
4570,237,334,2024-1,78
4571,237,335,2024-1,82
4572,237,336,2024-2,87
4573,237,337,2024-2,80
4574,237,338,2024-2,66
4575,237,339,2024-2,87
4576,237,340,2024-2,71
4577,237,341,2024-2,88
4578,237,342,2025-1,89
4579,237,343,2025-1,87
4580,237,344,2025-1,87
4581,237,345,2025-1,80
4582,237,346,2025-1,79
4583,237,347,2025-2,73
4584,237,348,2025-2,74
4585,237,349,2025-2,77
4586,237,350,2025-2,82
4587,237,351,2025-2,88
4588,237,352,2025-2,85
4589,238,15,2023-1,99
4590,238,16,2023-1,90
4591,238,17,2023-1,73
4592,238,18,2023-1,97
4593,238,19,2023-2,70
4594,238,20,2023-2,77
4595,238,21,2023-2,72
4596,238,22,2023-2,85
4597,238,23,2024-1,73
4598,238,24,2024-1,45
4599,238,25,2024-1,74
4600,238,26,2024-1,75
4601,238,27,2024-1,81
4602,238,28,2024-1,82
4603,238,29,2024-2,68
4604,238,30,2024-2,81
4605,238,31,2024-2,63
4606,238,32,2024-2,88
4607,238,33,2025-1,67
4608,238,34,2025-1,76
4609,238,35,2025-1,75
4610,238,36,2025-1,79
4611,238,37,2025-1,81
4612,238,38,2025-1,69
4613,238,39,2025-2,95
4614,238,40,2025-2,76
4615,238,41,2025-2,71
4616,238,42,2025-2,72
4617,926502,43,2025-2,86
4618,239,1,2024-2,71
4619,239,2,2024-2,77
4620,239,3,2024-2,76
4621,239,4,2024-2,72
4622,239,5,2024-2,56
4623,239,6,2024-2,75
4624,239,7,2025-1,65
4625,239,8,2025-1,68
4626,239,9,2025-1,61
4627,239,10,2025-1,80
4628,239,11,2025-2,81
4629,239,12,2025-2,76
4630,239,13,2025-2,80
4631,239,14,2025-2,74
4632,240,111,2023-1,100
4633,240,112,2023-1,87
4634,240,113,2023-1,87
4635,240,114,2023-1,87
4636,240,115,2023-2,84
4637,240,116,2023-2,82
4638,240,117,2023-2,89
4639,240,118,2023-2,84
4640,240,119,2023-2,-5
4641,240,120,2024-1,93
4642,240,121,2024-1,86
4643,240,122,2024-1,87
4644,240,123,2024-1,74
4645,240,938627,2024-2,80
4646,240,125,2024-2,87
4647,240,126,2024-2,92
4648,240,127,2024-2,100
4649,240,128,2024-2,76
4650,240,129,2024-2,93
4651,240,130,2025-1,73
4652,240,131,2025-1,85
4653,240,132,2025-1,77
4654,240,133,2025-1,95
4655,240,134,2025-1,88
4656,240,135,2025-2,90
4657,240,136,2025-2,96
4658,240,137,2025-2,93
4659,240,138,2025-2,90
4660,241,321,2023-1,76
4661,241,322,2023-1,78
4662,241,323,2023-1,70
4663,241,324,2023-1,76
4664,241,325,2023-1,59
4665,241,326,2023-2,68
4666,241,327,2023-2,78
4667,241,328,2023-2,75
4668,241,329,2023-2,65
4669,241,330,2023-2,68
4670,241,331,2024-1,83
4671,241,332,2024-1,70
4672,241,333,2024-1,80
4673,241,334,2024-1,66
4674,241,335,2024-1,74
4675,241,336,2024-2,76
4676,241,337,2024-2,85
4677,241,338,2024-2,79
4678,241,339,2024-2,83
4679,241,340,2024-2,72
4680,241,341,2024-2,74
4681,241,342,2025-1,60
4682,241,343,2025-1,67
4683,241,344,2025-1,65
4684,241,345,2025-1,78
4685,241,346,2025-1,68
4686,241,347,2025-2,83
4687,241,348,2025-2,83
4688,241,349,2025-2,76
4689,241,350,2025-2,71
4690,241,351,2025-2,60
4691,241,352,2025-2,80
4692,242,266,2025-2,100
4693,242,267,2025-2,94
4694,242,268,2025-2,98
4695,242,269,2025-2,84
4696,242,270,2025-2,95
4697,243,48,2025-2,90
4698,243,49,2025-2,85
4699,243,50,2025-2,82
4700,243,51,2025-2,89
4701,244,95,2023-2,46
4702,244,96,2023-2,47
4703,244,97,2023-2,59
4704,244,98,2023-2,57
4705,244,99,2024-1,50
4706,244,100,2024-1,55
4707,244,101,2024-1,64
4708,244,102,2024-1,50
4709,244,103,2024-2,69
4710,244,104,2024-2,55
4711,244,105,2024-2,66
4712,244,106,2024-2,52
4713,244,107,2025-1,54
4714,244,108,2025-1,53
4715,244,109,2025-1,57
4716,244,110,2025-1,53
4717,244,111,2025-2,55
4718,244,112,2025-2,55
4719,244,113,2025-2,51
4720,244,114,2025-2,55
4721,245,1,2023-2,61
4722,245,2,2023-2,68
4723,245,3,2023-2,69
4724,245,4,2023-2,66
4725,245,5,2023-2,78
4726,245,6,2023-2,55
4727,245,7,2024-1,60
4728,245,8,2024-1,70
4729,245,9,2024-1,68
4730,245,10,2024-1,67
4731,245,11,2024-2,61
4732,245,12,2024-2,69
4733,245,13,2024-2,60
4734,245,14,2024-2,50
4735,245,15,2025-1,56
4736,245,16,2025-1,47
4737,245,17,2025-1,70
4738,245,18,2025-1,60
4739,245,19,2025-2,65
4740,245,20,2025-2,61
4741,245,21,2025-2,71
4742,245,22,2025-2,61
4743,246,158,2023-1,88
4744,246,159,2023-1,97
4745,246,160,2023-1,82
4746,246,161,2023-1,83
4747,246,162,2023-2,95
4748,246,163,2023-2,72
4749,246,164,2023-2,83
4750,246,165,2023-2,96
4751,246,166,2023-2,71
4752,246,167,2024-1,82
4753,246,168,2024-1,97
4754,246,169,2024-1,100
4755,246,170,2024-1,88
4756,246,171,2024-1,89
4757,246,172,2024-1,100
4758,246,173,2024-2,94
4759,246,174,2024-2,78
4760,246,175,2024-2,83
4761,246,176,2024-2,80
4762,246,177,2024-2,89
4763,246,178,2024-2,89
4764,246,179,2025-1,100
4765,246,180,2025-1,95
4766,246,181,2025-1,95
4767,246,182,2025-1,72
4768,246,183,2025-1,84
4769,246,184,2025-2,81
4770,246,185,2025-2,94
4771,246,186,2025-2,89
4772,246,187,2025-2,94
4773,246,188,2025-2,92
4774,247,58,2023-1,72
4775,247,59,2023-1,85
4776,247,60,2023-1,82
4777,247,61,2023-1,86
4778,247,62,2023-1,76
4779,247,63,2023-1,93
4780,247,64,2024-1,83
4781,247,65,2024-1,92
4782,247,66,2024-1,88
4783,247,67,2024-1,91
4784,247,68,2024-1,100
4785,247,69,2024-1,91
4786,247,70,2024-2,84
4787,247,71,2024-2,71
4788,247,72,2024-2,79
4789,247,73,2024-2,86
4790,247,74,2025-1,96
4791,247,75,2025-1,87
4792,247,76,2025-1,71
4793,247,77,2025-1,90
4794,247,78,2025-2,74
4795,247,79,2025-2,90
4796,247,80,2025-2,90
4797,247,81,2025-2,94
4798,248,11,2023-1,80
4799,248,12,2023-1,79
4800,248,13,2023-1,83
4801,248,14,2023-1,65
4802,248,15,2023-2,66
4803,248,16,2023-2,76
4804,248,17,2023-2,80
4805,248,18,2023-2,72
4806,248,19,2024-1,83
4807,248,20,2024-1,61
4808,248,21,2024-1,90
4809,248,22,2024-1,76
4810,248,23,2025-1,63
4811,248,24,2025-1,89
4812,248,25,2025-1,69
4813,248,26,2025-1,93
4814,248,27,2025-1,70
4815,248,28,2025-1,65
4816,248,29,2025-2,71
4817,248,30,2025-2,86
4818,248,31,2025-2,75
4819,248,32,2025-2,74
4820,249,317,2023-2,72
4821,249,318,2023-2,83
4822,249,319,2023-2,84
4823,249,320,2023-2,69
4824,249,321,2024-1,95
4825,249,322,2024-1,70
4826,249,323,2024-1,77
4827,249,324,2024-1,63
4828,249,325,2024-1,67
4829,249,326,2024-2,69
4830,249,327,2024-2,79
4831,249,328,2024-2,71
4832,249,329,2024-2,72
4833,249,330,2024-2,72
4834,249,331,2025-1,63
4835,249,332,2025-1,83
4836,249,333,2025-1,65
4837,249,334,2025-1,77
4838,249,335,2025-1,77
4839,249,336,2025-2,77
4840,249,337,2025-2,68
4841,249,338,2025-2,74
4842,249,339,2025-2,59
4843,249,340,2025-2,76
4844,249,341,2025-2,87
4845,250,48,2023-1,48
4846,250,49,2023-1,69
4847,250,50,2023-1,58
4848,250,51,2023-1,61
4849,250,52,2023-2,56
4850,250,53,2023-2,67
4851,250,54,2023-2,41
4852,250,55,2023-2,72
4853,250,56,2023-2,57
4854,250,57,2023-2,43
4855,250,58,2024-1,66
4856,250,59,2024-1,53
4857,250,60,2024-1,50
4858,250,61,2024-1,71
4859,250,62,2024-1,63
4860,250,63,2024-1,55
4861,250,64,2024-2,78
4862,250,65,2024-2,69
4863,250,66,2024-2,71
4864,250,67,2024-2,65
4865,250,68,2024-2,73
4866,250,69,2024-2,75
4867,250,70,2025-1,64
4868,250,71,2025-1,50
4869,250,72,2025-1,67
4870,250,73,2025-1,80
4871,250,74,2025-2,77
4872,250,75,2025-2,65
4873,250,76,2025-2,52
4874,250,77,2025-2,59
4875,251,210,2023-1,92
4876,251,211,2023-1,76
4877,251,212,2023-1,74
4878,251,213,2023-1,84
4879,251,214,2023-1,76
4880,251,215,2023-2,87
4881,251,216,2023-2,68
4882,251,217,2023-2,97
4883,251,218,2023-2,93
4884,251,219,2024-1,79
4885,251,220,2024-1,92
4886,251,221,2024-1,76
4887,251,222,2024-1,75
4888,251,223,2024-1,77
4889,251,224,2024-2,97
4890,251,225,2024-2,81
4891,251,226,2024-2,77
4892,251,227,2024-2,76
4893,251,228,2025-1,89
4894,251,229,2025-1,90
4895,251,230,2025-1,81
4896,251,231,2025-1,74
4897,251,232,2025-2,87
4898,251,233,2025-2,81
4899,251,234,2025-2,92
4900,251,235,2025-2,80
4901,251,236,2025-2,75
4902,252,95,2023-2,100
4903,252,96,2023-2,95
4904,252,97,2023-2,97
4905,252,98,2023-2,99
4906,252,99,2024-1,100
4907,252,100,2024-1,93
4908,252,101,2024-1,92
4909,252,102,2024-1,90
4910,252,103,2024-2,100
4911,252,104,2024-2,75
4912,252,105,2024-2,95
4913,252,106,2024-2,86
4914,252,107,2025-1,95
4915,252,108,2025-1,92
4916,252,109,2025-1,89
4917,252,110,2025-1,100
4918,252,111,2025-2,99
4919,252,112,2025-2,96
4920,252,113,2025-2,89
4921,252,114,2025-2,95
4922,253,48,2023-1,100
4923,253,49,2023-1,96
4924,253,50,2023-1,100
4925,253,51,2023-1,100
4926,253,52,2023-2,100
4927,253,53,2023-2,100
4928,253,54,2023-2,95
4929,253,55,2023-2,99
4930,253,56,2023-2,100
4931,253,57,2023-2,100
4932,253,58,2024-1,89
4933,253,59,2024-1,96
4934,253,60,2024-1,100
4935,253,61,2024-1,100
4936,253,62,2024-1,97
4937,253,63,2024-1,100
4938,253,64,2024-2,110
4939,253,65,2024-2,100
4940,253,66,2024-2,100
4941,253,67,2024-2,100
4942,253,68,2024-2,100
4943,253,69,2024-2,100
4944,253,70,2025-1,100
4945,253,71,2025-1,100
4946,253,72,2025-1,100
4947,253,73,2025-1,100
4948,253,74,2025-2,100
4949,253,75,2025-2,98
4950,253,76,2025-2,100
4951,253,77,2025-2,100
4952,254,11,2023-1,100
4953,254,12,2023-1,100
4954,254,13,2023-1,96
4955,254,14,2023-1,97
4956,254,15,2023-2,100
4957,254,16,2023-2,100
4958,254,17,2023-2,100
4959,254,18,2023-2,100
4960,254,19,2024-1,100
4961,254,20,2024-1,100
4962,254,21,2024-1,100
4963,254,22,2024-1,100
4964,254,23,2024-2,100
4965,254,24,2024-2,100
4966,254,25,2024-2,100
4967,254,26,2024-2,100
4968,254,27,2024-2,100
4969,254,28,2024-2,100
4970,254,29,2025-1,100
4971,254,30,2025-1,100
4972,254,31,2025-1,100
4973,254,32,2025-1,100
4974,254,33,2025-2,100
4975,254,963902,2025-2,100
4976,254,35,2025-2,100
4977,254,36,2025-2,100
4978,254,37,2025-2,100
4979,254,38,2025-2,100
4980,255,317,2025-1,62
4981,255,318,2025-1,66
4982,255,319,2025-1,60
4983,255,320,2025-1,57
4984,255,321,2025-2,56
4985,255,322,2025-2,50
4986,255,323,2025-2,56
4987,255,324,2025-2,51
4988,255,325,2025-2,50
4989,256,224,2023-1,78
4990,256,225,2023-1,94
4991,256,226,2023-1,94
4992,256,227,2023-1,95
4993,256,228,2023-2,89
4994,256,229,2023-2,100
4995,256,230,2023-2,98
4996,256,231,2023-2,91
4997,256,232,2024-1,100
4998,256,233,2024-1,93
4999,256,234,2024-1,83
5000,256,235,2024-1,100
5001,256,236,2024-1,96
5002,256,237,2024-2,100
5003,256,238,2024-2,81
5004,256,239,2024-2,97
5005,256,240,2024-2,94
5006,256,241,2024-2,100
5007,256,242,2024-2,93
5008,256,243,2025-1,85
5009,256,244,2025-1,100
5010,256,245,2025-1,94
5011,256,246,2025-1,100
5012,256,247,2025-2,85
5013,256,248,2025-2,99
5014,256,249,2025-2,87
5015,256,250,2025-2,79
5016,256,251,2025-2,100
5017,257,285,2023-1,72
5018,257,286,2023-1,86
5019,257,287,2023-1,87
5020,257,288,2023-1,77
5021,257,289,2023-1,78
5022,257,290,2023-2,81
5023,257,291,2023-2,89
5024,257,292,2023-2,83
5025,257,293,2023-2,72
5026,257,294,2023-2,91
5027,257,295,2024-1,83
5028,257,296,2024-1,82
5029,257,297,2024-1,69
5030,257,298,2024-1,73
5031,257,299,2024-1,81
5032,257,300,2024-2,75
5033,257,301,2024-2,85
5034,257,302,2024-2,70
5035,257,303,2024-2,98
5036,257,304,2024-2,82
5037,257,305,2024-2,77
5038,257,306,2025-1,74
5039,257,307,2025-1,75
5040,257,308,2025-1,66
5041,257,309,2025-1,87
5042,257,310,2025-1,76
5043,257,311,2025-2,73
5044,257,312,2025-2,66
5045,257,313,2025-2,78
5046,257,314,2025-2,72
5047,257,315,2025-2,82
5048,257,316,2025-2,71
5049,259,1,2023-1,82
5050,259,2,2023-1,76
5051,259,3,2023-1,84
5052,259,4,2023-1,80
5053,259,5,2023-1,79
5054,259,6,2023-1,77
5055,259,7,2023-2,74
5056,259,8,2023-2,87
5057,259,9,2023-2,70
5058,259,10,2023-2,78
5059,259,11,2024-1,70
5060,259,12,2024-1,67
5061,259,13,2024-1,75
5062,259,14,2024-1,69
5063,259,15,2024-2,81
5064,259,16,2024-2,71
5065,259,17,2024-2,81
5066,259,18,2024-2,70
5067,259,19,2025-1,61
5068,259,20,2025-1,64
5069,259,21,2025-1,76
5070,259,22,2025-1,68
5071,259,23,2025-2,64
5072,259,24,2025-2,71
5073,259,25,2025-2,79
5074,259,26,2025-2,64
5075,259,27,2025-2,78
5076,259,28,2025-2,65
5077,260,317,2023-2,91
5078,260,318,2023-2,97
5079,260,319,2023-2,-5
5080,260,320,2023-2,83
5081,260,321,2024-1,99
5082,260,322,2024-1,93
5083,260,323,2024-1,94
5084,260,324,2024-1,100
5085,260,976607,2024-1,94
5086,260,326,2024-2,87
5087,260,327,2024-2,90
5088,260,328,2024-2,79
5089,260,329,2024-2,93
5090,260,330,2024-2,86
5091,260,331,2025-1,97
5092,260,332,2025-1,80
5093,260,333,2025-1,89
5094,260,334,2025-1,100
5095,260,335,2025-1,98
5096,260,336,2025-2,97
5097,260,337,2025-2,95
5098,260,338,2025-2,100
5099,260,339,2025-2,95
5100,260,340,2025-2,97
5101,260,341,2025-2,96
5102,261,58,2023-1,86
5103,261,59,2023-1,76
5104,261,60,2023-1,75
5105,261,61,2023-1,74
5106,261,62,2023-1,83
5107,261,63,2023-1,64
5108,261,64,2023-2,76
5109,261,65,2023-2,76
5110,261,66,2023-2,67
5111,261,67,2023-2,84
5112,261,68,2023-2,83
5113,261,69,2023-2,89
5114,261,70,2024-1,81
5115,261,71,2024-1,73
5116,261,72,2024-1,82
5117,261,73,2024-1,82
5118,261,74,2024-2,86
5119,261,75,2024-2,77
5120,261,76,2024-2,84
5121,261,77,2024-2,65
5122,261,78,2025-1,88
5123,261,79,2025-1,64
5124,261,80,2025-1,92
5125,261,81,2025-1,71
5126,261,82,2025-2,78
5127,261,83,2025-2,75
5128,261,84,2025-2,86
5129,261,85,2025-2,76
5130,262,48,2023-2,53
5131,262,49,2023-2,73
5132,262,50,2023-2,54
5133,262,51,2023-2,71
5134,262,52,2024-1,83
5135,262,53,2024-1,58
5136,262,54,2024-1,59
5137,262,55,2024-1,81
5138,262,56,2024-1,64
5139,262,57,2024-1,63
5140,262,58,2024-2,60
5141,262,59,2024-2,76
5142,262,60,2024-2,72
5143,262,61,2024-2,75
5144,262,62,2024-2,78
5145,262,63,2024-2,78
5146,262,64,2025-1,50
5147,262,65,2025-1,73
5148,262,66,2025-1,60
5149,262,67,2025-1,75
5150,262,68,2025-1,62
5151,262,69,2025-1,75
5152,262,70,2025-2,78
5153,262,71,2025-2,76
5154,262,72,2025-2,64
5155,262,73,2025-2,62
5156,263,158,2023-2,99
5157,263,159,2023-2,100
5158,263,160,2023-2,100
5159,263,161,2023-2,100
5160,263,162,2024-1,100
5161,263,163,2024-1,92
5162,263,164,2024-1,100
5163,263,165,2024-1,100
5164,263,166,2024-1,100
5165,263,167,2024-2,100
5166,263,168,2024-2,100
5167,263,169,2024-2,100
5168,263,170,2024-2,100
5169,263,171,2024-2,100
5170,263,172,2024-2,85
5171,263,173,2025-1,96
5172,263,174,2025-1,100
5173,263,175,2025-1,100
5174,263,176,2025-1,100
5175,263,177,2025-1,96
5176,263,178,2025-1,100
5177,263,179,2025-2,94
5178,263,180,2025-2,90
5179,263,181,2025-2,87
5180,263,182,2025-2,99
5181,263,183,2025-2,81
5182,264,266,2024-2,78
5183,264,267,2024-2,79
5184,264,268,2024-2,74
5185,264,269,2024-2,79
5186,264,270,2024-2,63
5187,264,271,2025-1,67
5188,264,272,2025-1,78
5189,264,273,2025-1,70
5190,264,274,2025-1,81
5191,264,275,2025-2,79
5192,264,276,2025-2,88
5193,264,277,2025-2,70
5194,264,278,2025-2,79
5195,265,266,2023-2,96
5196,265,267,2023-2,70
5197,265,268,2023-2,83
5198,265,269,2023-2,85
5199,265,270,2023-2,85
5200,265,271,2024-1,88
5201,265,272,2024-1,75
5202,265,273,2024-1,81
5203,265,274,2024-1,75
5204,265,275,2024-2,70
5205,265,276,2024-2,89
5206,265,277,2024-2,89
5207,265,278,2024-2,75
5208,265,279,2025-1,78
5209,265,280,2025-1,91
5210,265,281,2025-1,87
5211,265,282,2025-1,90
5212,265,283,2025-1,82
5213,265,284,2025-1,85
5214,265,285,2025-2,73
5215,265,286,2025-2,85
5216,265,287,2025-2,73
5217,265,288,2025-2,79
5218,265,289,2025-2,75
5219,266,317,2025-1,79
5220,266,318,2025-1,81
5221,266,319,2025-1,81
5222,266,320,2025-1,63
5223,266,321,2025-2,78
5224,266,322,2025-2,84
5225,266,323,2025-2,74
5226,266,324,2025-2,61
5227,266,325,2025-2,89
5228,267,95,2025-1,83
5229,267,96,2025-1,81
5230,267,97,2025-1,63
5231,267,98,2025-1,87
5232,267,99,2025-2,80
5233,267,100,2025-2,78
5234,267,101,2025-2,75
5235,267,102,2025-2,81
5236,268,266,2023-2,82
5237,268,267,2023-2,91
5238,268,268,2023-2,84
5239,268,269,2023-2,95
5240,268,270,2023-2,84
5241,268,271,2024-1,73
5242,268,272,2024-1,86
5243,268,273,2024-1,82
5244,268,274,2024-1,89
5245,268,275,2024-2,88
5246,268,276,2024-2,82
5247,268,277,2024-2,82
5248,268,278,2024-2,85
5249,268,279,2025-1,80
5250,268,280,2025-1,73
5251,268,281,2025-1,84
5252,268,282,2025-1,92
5253,268,283,2025-1,95
5254,268,284,2025-1,87
5255,268,285,2025-2,90
5256,268,286,2025-2,77
5257,268,287,2025-2,95
5258,268,288,2025-2,90
5259,268,289,2025-2,85
5260,269,347,2023-1,35
5261,269,348,2023-1,36
5262,269,349,2023-1,37
5263,269,350,2023-1,30
5264,269,351,2023-1,36
5265,269,352,2023-1,38
5266,269,353,2023-2,47
5267,269,354,2023-2,33
5268,269,355,2023-2,45
5269,269,356,2023-2,54
5270,269,357,2023-2,51
5271,269,358,2024-1,26
5272,269,359,2024-1,46
5273,269,360,2024-1,32
5274,269,361,2024-1,42
5275,270,95,2024-1,87
5276,270,96,2024-1,81
5277,270,97,2024-1,99
5278,270,98,2024-1,94
5279,270,99,2024-2,84
5280,270,100,2024-2,84
5281,270,101,2024-2,100
5282,270,102,2024-2,93
5283,270,103,2025-1,100
5284,270,104,2025-1,99
5285,270,105,2025-1,86
5286,270,106,2025-1,97
5287,270,107,2025-2,97
5288,270,108,2025-2,94
5289,270,109,2025-2,100
5290,270,110,2025-2,88
5291,271,7,2023-1,81
5292,271,8,2023-1,99
5293,271,9,2023-1,100
5294,271,10,2023-1,99
5295,272,58,2023-1,71
5296,272,59,2023-1,74
5297,272,60,2023-1,82
5298,272,61,2023-1,73
5299,272,62,2023-1,68
5300,272,63,2023-1,80
5301,272,64,2023-2,65
5302,272,65,2023-2,70
5303,272,66,2023-2,70
5304,272,67,2023-2,77
5305,272,68,2023-2,88
5306,272,69,2023-2,70
5307,272,70,2024-2,76
5308,272,71,2024-2,73
5309,272,72,2024-2,63
5310,272,73,2024-2,75
5311,272,74,2025-1,56
5312,272,75,2025-1,58
5313,272,76,2025-1,76
5314,272,77,2025-1,87
5315,272,78,2025-2,81
5316,272,79,2025-2,62
5317,272,80,2025-2,62
5318,272,81,2025-2,67
5319,273,347,2023-1,89
5320,273,348,2023-1,150
5321,273,349,2023-1,85
5322,273,350,2023-1,100
5323,273,351,2023-1,90
5324,273,352,2023-1,100
5325,273,353,2023-2,82
5326,273,354,2023-2,100
5327,273,355,2023-2,83
5328,273,356,2023-2,77
5329,273,357,2023-2,99
5330,273,358,2024-1,89
5331,273,359,2024-1,100
5332,273,360,2024-1,78
5333,273,361,2024-1,100
5334,274,321,2023-1,100
5335,274,322,2023-1,90
5336,274,323,2023-1,86
5337,274,324,2023-1,90
5338,274,325,2023-1,82
5339,274,326,2023-2,100
5340,274,327,2023-2,85
5341,274,328,2023-2,85
5342,274,329,2023-2,81
5343,274,330,2023-2,100
5344,274,331,2024-1,92
5345,274,332,2024-1,73
5346,274,333,2024-1,91
5347,274,334,2024-1,85
5348,274,335,2024-1,87
5349,274,336,2024-2,90
5350,274,337,2024-2,75
5351,274,338,2024-2,93
5352,274,339,2024-2,94
5353,274,340,2024-2,80
5354,274,341,2024-2,92
5355,274,342,2025-1,79
5356,274,343,2025-1,84
5357,274,344,2025-1,92
5358,274,345,2025-1,96
5359,274,346,2025-1,97
5360,274,347,2025-2,96
5361,274,348,2025-2,100
5362,274,349,2025-2,100
5363,274,350,2025-2,90
5364,274,351,2025-2,100
5365,274,352,2025-2,90
5366,275,1,2024-1,92
5367,275,2,2024-1,88
5368,275,3,2024-1,82
5369,275,4,2024-1,89
5370,275,5,2024-1,95
5371,275,6,2024-1,85
5372,275,7,2024-2,82
5373,275,8,2024-2,89
5374,275,9,2024-2,94
5375,275,10,2024-2,84
5376,275,11,2025-1,76
5377,275,12,2025-1,88
5378,275,13,2025-1,90
5379,275,14,2025-1,78
5380,275,15,2025-2,92
5381,275,16,2025-2,82
5382,275,17,2025-2,75
5383,275,18,2025-2,92
5384,276,266,2024-2,59
5385,276,267,2024-2,70
5386,276,268,2024-2,78
5387,276,269,2024-2,72
5388,276,270,2024-2,69
5389,276,271,2025-1,59
5390,276,272,2025-1,65
5391,276,273,2025-1,89
5392,276,274,2025-1,75
5393,276,275,2025-2,58
5394,276,276,2025-2,85
5395,276,277,2025-2,69
5396,276,278,2025-2,72
5397,277,266,2024-1,86
5398,277,267,2024-1,77
5399,277,268,2024-1,92
5400,277,269,2024-1,91
5401,277,270,2024-1,83
5402,277,271,2024-2,86
5403,277,272,2024-2,95
